Latitude        Longitude
39.9981497898681 -83.1487887301875
39.9724364285714 -82.9927105714286
39.9975685935269 -82.9996600421231
40.0604331 -82.9718462
39.9521137027027 -82.9056685405405
39.95471 -82.83849
39.9743449210526 -82.9782436842105
39.9659083 -82.9812568
40.017953 -82.961405
39.9366121 -83.0578397
39.9337768571429 -83.0606631632653
39.9226725567148 -82.9581010810634
39.9943807623627 -82.9963435717353
39.9943807623627 -82.9963435717353
39.9952810284781 -82.9955929463086
39.9545545 -82.9974429
39.9952810284781 -82.9955929463086
39.9952810284781 -82.9955929463086
39.9334281428571 -83.0597976938776
39.9943807623627 -82.9963435717353
40.083501 -83.092978
39.944591826987 -82.8758623258695
39.9612132389877 -83.0082860916226
39.9612132389877 -83.0082860916226
39.955997 -82.966686
40.093237 -82.965564
40.01265955 -82.9683336034469
40.01265955 -82.9683336034469
40.0177058761576 -82.9895884764595
40.1276484 -83.0163332
39.9456813504834 -83.057107790353
39.9416236891156 -83.1336084132113
40.01510115 -83.0126674207164
40.0896336188253 -82.9436959172661
39.88934935 -82.9971055953153
39.88934935 -82.9971055953153
39.9983333617021 -82.997606787234
39.9432971 -82.9966913624913
39.909509 -83.061941
39.909509 -83.061941
39.889291 -83.001394660752
39.879109 -82.99859
39.954672681632 -82.8351706396187
40.07332 -83.0190386923077
39.9716762020202 -83.1693180707071
39.9716762020202 -83.1693180707071
39.9508891590909 -82.9645250681818
40.027187 -82.955145
40.0531443 -82.9131213536713
40.0531443 -82.9131213536713
40.0410571195281 -82.9480928822148
39.9393546863181 -83.0975445383748
39.9455547540029 -82.9059309472689
40.087591212481 -82.9851912589045
39.8951779743566 -82.9546058119245
39.9583666736511 -83.0645666338537
40.0391608888889 -82.9735873030303
39.9169389708045 -82.9153133772083
40.0857974113083 -82.9675064860518
40.0840894468085 -82.9409471489362
39.8881155 -82.8856091
39.9107469820923 -82.9902714442726
39.992787 -82.982658
40.0060834181337 -83.1228128981938
39.9409005587516 -83.134403078075
39.9396681632653 -82.9235985714286
39.9697502193821 -82.9784431301555
39.9538979392559 -83.0665369355756
40.0290198775072 -82.9067415575457
39.942569 -83.097652
39.9330121506133 -82.9308348736943
40.0663096 -83.0932649
40.0301398001972 -82.9538289503208
39.9453922722357 -82.8776452558216
39.992787 -82.982658
39.9487575916548 -83.0015345803414
39.992787 -82.982658
39.960487 -82.9913435632883
40.0857158314929 -82.9450464112338
40.0050677075134 -82.951666717731
40.0050677075134 -82.951666717731
39.9546749 -83.0004581
39.9546749 -83.0004581
39.992787 -82.982658
39.998709 -83.148605
39.9745961144193 -82.8526168153304
39.9086815508445 -83.060858755599
39.9956004878049 -83.0057719512195
40.12335585 -83.0870406864354
40.083103 -82.961574
39.9287290505051 -82.7968538787879
40.0397061851852 -82.9764615
39.9372860080201 -83.1132243710403
39.95769655 -82.9995116890369
39.9511502716676 -83.0501365539547
39.9511502716676 -83.0501365539547
39.943515 -83.022239
39.8931980955692 -82.9714441143336
40.0674384890686 -83.068837382552
39.9344954545455 -82.9779037272727
39.9344954545455 -82.9779037272727
39.901935 -82.956307
39.9861201 -83.0278966350091
39.930138 -82.94984
39.9472558911413 -83.0211432909266
39.972907 -82.9058
39.972907 -82.9058
39.9734983 -82.9613156
40.0147732863168 -82.9906231038635
39.908782 -82.928668
40.0656006944559 -82.9699403376066
40.04858914205 -82.9767412436901
39.95281405 -82.9803990383949
40.0663096 -83.0932649
40.0663096 -83.0932649
40.0713768623127 -83.1203932593517
39.9498236392632 -83.0664540028728
39.9563196190476 -82.9088934285714
39.9563196190476 -82.9088934285714
39.9441172318179 -82.9003762486875
39.9279624776119 -82.8869471791045
39.9392434257228 -82.9021158143721
40.0191623404343 -82.9830365177775
39.9377420363256 -82.8827286091811
39.9104478148215 -82.8223223139717
40.0634925885812 -82.8561500634047
39.948181 -82.861214
39.933016145768 -83.1558029713299
40.0080976148116 -83.0128429777192
39.969515 -83.074991
39.9589188852459 -82.993687704918
40.02639803769 -82.9824500137818
39.992787 -82.982658
39.9176448456376 -83.0607017315436
40.0966546530612 -82.9600184081633
40.061314 -82.992662
40.0577345046729 -83.1276734672897
39.8466939 -83.001613
39.9349921919192 -83.0655110606061
40.1276484 -83.0163332
39.9288988979592 -83.1534437040816
39.9409337965926 -83.0974408859529
40.0243984444444 -83.032231
39.9636131666667 -83.0015686666667
39.9474747574928 -83.0528598729704
39.91477 -83.019058
39.9985781145543 -83.1037051926436
40.0159226824496 -82.9466788108098
40.0873981 -82.9790657
40.084897 -82.957761
40.084897 -82.957761
40.084897 -82.957761
40.0491545 -82.9192338489384
39.951719 -82.980587
39.992787 -82.982658
39.992787 -82.982658
39.9569486631372 -83.0939324534709
40.012613242999 -82.9770111929901
40.066049599488 -83.0243758975548
40.066049599488 -83.0243758975548
40.066049599488 -83.0243758975548
40.0390587123993 -82.9404569532853
40.0925796 -83.0941652707714
39.9540801645528 -82.9084887269856
40.0755446 -83.1361309
39.961348 -82.9894986059524
39.917220894595 -82.9752327869211
40.0534976 -82.9082726481773
40.0893167403795 -83.0969456059358
40.123361258615 -82.9807430967793
39.987687146728 -82.8039415730025
39.9184236 -82.884009493484
39.8484048651597 -83.0018641304601
40.0227121 -82.9640537
39.9358763076923 -82.9760164615385
40.0556607835162 -82.9762019371676
39.9245906734694 -82.9072933469388
39.9543758 -82.9530532
39.9729834848485 -82.9096436161616
39.9371473333333 -82.8861426666667
39.9144879022422 -83.0758660747651
39.9111429132939 -82.9950343787007
39.9271374782609 -82.985281
40.0983016 -83.0867522
40.14501935 -82.98004979423
40.0748636585015 -83.0529444233701
39.95503945 -82.9989593260327
39.942598 -83.0938967142857
39.8967611074957 -82.9894282458876
39.9524107854485 -83.0692453069285
40.01131 -82.968468
39.992787 -82.982658
39.889291 -83.001394660752
39.9347934482759 -82.9512707931034
39.9385883448276 -82.8862213793103
39.89876146875 -82.98648965625
40.066049599488 -83.0243758975548
40.0390587123993 -82.9404569532853
40.0925796 -83.0941652707714
39.9540801645528 -82.9084887269856
40.0755446 -83.1361309
39.961348 -82.9894986059524
39.917220894595 -82.9752327869211
40.0534976 -82.9082726481773
40.0893167403795 -83.0969456059358
40.123361258615 -82.9807430967793
39.987687146728 -82.8039415730025
39.9184236 -82.884009493484
39.8484048651597 -83.0018641304601
40.0227121 -82.9640537
39.9358763076923 -82.9760164615385
40.0556607835162 -82.9762019371676
39.9245906734694 -82.9072933469388
39.9543758 -82.9530532
39.9729834848485 -82.9096436161616
39.9371473333333 -82.8861426666667
39.9144879022422 -83.0758660747651
39.9111429132939 -82.9950343787007
39.9271374782609 -82.985281
40.0983016 -83.0867522
40.14501935 -82.98004979423
40.0748636585015 -83.0529444233701
39.95503945 -82.9989593260327
39.942598 -83.0938967142857
39.8967611074957 -82.9894282458876
39.9524107854485 -83.0692453069285
40.01131 -82.968468
39.992787 -82.982658
39.889291 -83.001394660752
39.9347934482759 -82.9512707931034
39.9385883448276 -82.8862213793103
39.9550896399099 -83.0363209041174
39.9433582689263 -83.0820663784486
40.0604331 -82.9718462
40.0604331 -82.9718462
39.953652 -83.018915
40.016188282053 -82.9823735558648
39.9281648947368 -82.9876905263158
39.9139577272727 -83.1484157090909
39.9293565895785 -82.9958588580868
40.145905 -82.9803245
39.9629979406915 -83.078981289927
39.9959642 -83.0417718266902
39.950784463636 -82.9502523411784
39.9867306048977 -83.1510218039995
39.9985479444444 -83.0021191851852
40.1480514 -82.9687582
39.9259581282051 -82.9855501025641
39.9259581282051 -82.9855501025641
39.9598217442452 -83.0638403632809
39.9443707142857 -82.9619618285714
39.9436446402593 -83.0725913042194
40.0604331 -82.9718462
39.8716019292929 -82.8341344545454
40.0602686 -82.9140619
39.9369499196835 -83.1203262946599
40.0151918276226 -82.9517488147769
40.1245788333333 -83.0886251666667
39.8706666286943 -82.8239501663112
39.9548066511421 -83.0011176468231
39.9852177959184 -83.0069274285714
39.9261018 -82.8200254
39.937843306172 -83.0966307072009
39.967937287954 -82.9920522222169
39.967937287954 -82.9920522222169
39.871259 -82.8340763
39.8712195252525 -82.8341679090909
40.145905 -82.9803245
40.0533145419191 -83.1176363093
40.0533145419191 -83.1176363093
39.957423 -83.039493
40.1058323332131 -82.9788392892077
40.0572159383838 -82.9181719525604
39.92731484 -82.98556844
39.8951168396304 -82.9538638716925
39.8466939 -83.001613
40.1276484 -83.0163332
40.1276484 -83.0163332
39.9479963846154 -82.9690447307692
39.9620471427331 -83.0705811030289
40.0604331 -82.9718462
39.8716019292929 -82.8341344545454
40.0602686 -82.9140619
39.9369499196835 -83.1203262946599
40.0151918276226 -82.9517488147769
40.1245788333333 -83.0886251666667
39.8706666286943 -82.8239501663112
39.9548066511421 -83.0011176468231
39.9852177959184 -83.0069274285714
39.9261018 -82.8200254
39.937843306172 -83.0966307072009
39.967937287954 -82.9920522222169
39.967937287954 -82.9920522222169
39.871259 -82.8340763
39.8712195252525 -82.8341679090909
40.145905 -82.9803245
40.0533145419191 -83.1176363093
40.0533145419191 -83.1176363093
39.957423 -83.039493
40.1058323332131 -82.9788392892077
40.0572159383838 -82.9181719525604
39.92731484 -82.98556844
39.8951168396304 -82.9538638716925
39.8466939 -83.001613
40.1276484 -83.0163332
40.1276484 -83.0163332
39.9479963846154 -82.9690447307692
39.9620471427331 -83.0705811030289
40.1464782 -82.9802159
39.9879770755515 -83.1514509299905
39.9496477959184 -83.0412605714286
40.0461225946426 -83.0250256011819
39.939449 -83.145781
39.9505154666667 -82.9686336666667
39.941945513199 -83.1461240872152
39.9368241849811 -83.07797155896
40.057736036909 -82.9622007053653
40.0776547963359 -83.1336719582504
39.9452019513607 -82.8483544243101
39.9351965641026 -82.8458285641026
39.9123245395058 -82.8449554410477
39.9462911111111 -82.9059782222222
40.043584 -82.948547
40.0604331 -82.9718462
40.0856688969184 -82.9378481185671
39.9887554 -83.004692
39.95592 -83.0226769090909
39.9542213636364 -83.0874080454546
39.9642750633134 -82.9899993454562
39.9515595127435 -83.0524166062432
39.9536585235955 -83.0665199279057
39.9536585235955 -83.0665199279057
39.9406542117251 -82.9977390161672
40.0599525191817 -82.9908902516342
40.09948415 -82.9494273379467
39.89876146875 -82.98648965625
39.9677695162935 -82.8325498468194
39.94821524026 -83.0902143389424
39.9648825 -83.00238825
39.9767586 -83.0031956226862
39.9767586 -83.0031956226862
39.9528767586207 -83.034656
39.9738982699144 -82.9531196029327
39.95697465 -82.9854106838988
39.97149975 -83.0069125
39.9777609 -83.0045988
39.9938601538462 -82.9990332307692
39.9785336012118 -83.0170620196307
39.87935110155 -82.9964685738598
39.9504330322581 -83.0405810645161
39.9410419263791 -83.1533697341933
39.9461403170732 -83.0746508780488
39.9472558911413 -83.0211432909266
40.0049949914007 -83.0079502921827
40.0049949914007 -83.0079502921827
39.924886 -82.988193
39.9387163524021 -83.0863790967283
39.9919801481481 -83.1560928888889
39.9919801481481 -83.1560928888889
39.9345602321136 -83.0664414092427
39.9390147979047 -83.0926091063844
39.9498039166667 -82.9708769166667
39.9481620942885 -82.9585754875677
39.9623571881057 -83.032550344607
39.9774038653846 -82.9738127692308
40.0604331 -82.9718462
39.9395653893115 -83.0963118271451
39.9998717559857 -83.0027086843124
39.9998717559857 -83.0027086843124
40.0652349414277 -83.0944177465537
40.0408028912249 -82.9958157982884
39.9523408147006 -82.9243601288817
39.991961 -83.1556547777778
39.8466939 -83.001613
39.8906592024462 -82.9926199748623
40.127285125 -82.9770158541667
39.9507330681818 -82.97130525
40.14767105 -82.9941646394452
39.981743 -82.823621
39.9741964 -82.958858
39.9358763076923 -82.9760164615385
40.0145692142857 -82.9860274285714
39.9606512 -82.9959879
40.0334438326858 -82.9800220388433
39.946145 -82.899107
39.946145 -82.899107
39.989951 -83.045946
39.8466939 -83.001613
39.9613596405548 -82.9564301347931
39.9655817994468 -82.9128038544764
39.9655817994468 -82.9128038544764
39.9453947826087 -82.9677278695652
39.9139382890134 -82.9537794096429
39.9139382890134 -82.9537794096429
39.9124112588145 -82.9626902312816
39.9020381248116 -82.9221489055291
40.0070860495993 -82.9974675122108
40.0085768583326 -82.9647920752191
39.96877473136 -82.9623506271994
39.9312320208333 -83.1250361458333
39.9401168 -82.83062481909
40.0604331 -82.9718462
40.0213521130858 -82.9773203776603
39.9443079299783 -83.0221266843758
39.97492245 -83.0033005076179
39.9583750434783 -83.0625163913044
40.03122975 -82.96055025
40.1452875 -82.978478
39.9321185773733 -83.0832933616616
39.954882 -83.075528
39.9576225 -83.0212738204981
39.9576225 -83.0212738204981
39.9672050236334 -82.9696848704494
40.123642 -83.001709959596
40.0832189281908 -82.9912295140966
39.954882 -83.075528
39.9129719379378 -82.9739274708836
39.9269877616124 -82.901304571943
39.9269877616124 -82.901304571943
39.9269877616124 -82.901304571943
39.9230564001491 -83.1456320380138
